CR560Q03TT,CR560Q08TT,CR565Q02TT,CR565Q05TT,CR455Q02TT,CR544Q10TT,CR544Q13TT,CR551Q01TT,CR551Q09TT,CR551Q11TT,CR551Q05TT,CR551Q08TT
144948,48166,73151,148167,96237,192536,83543,87372,27654,89411,64728,117142
62182,38144,85258,53650,80151,148699,105297,80520,73766,83873,151132,63553
167802,38074,79950,40809,279583,175497,82813,154994,45859,130177,88400,80254
98544,72156,118042,70599,67835,159385,72804,120193,17182,197158,52353,115798
38964,101913,169020,49611,97852,27790,27212,66256,33476,30422,55338,58724
34593,23882,130615,79745,119202,14692,71431,21530,32568,49366,68858,17605
154689,62619,198059,69838,180329,116465,108300,102880,64752,193838,109355,54267
88936,41865,177858,91407,214196,252942,102759,17706,2753,14214,31798,3607
140092,71357,104381,66338,117440,72420,198199,85788,52313,197229,142562,38649
85269,89516,91946,77066,131216,30419,26281,76658,19306,93352,89034,33178
112208,90835,155333,213435,130664,162599,118162,113211,48012,79419,41405,48401
65823,70404,52787,71086,69197,179818,14536,143965,22586,27627,29780,79227
184215,44729,81851,109719,183352,186593,197991,140536,76251,94445,84931,84542
100745,68083,111225,57368,106159,138869,173639,97555,31276,161766,83289,110593
71133,64254,156424,124448,226611,58557,130967,47250,67109,96172,144236,56533
133469,17382,139742,24306,141445,131623,140149,80029,11539,91202,105819,71355
149990,70617,172244,107402,124191,219674,207608,221759,11457,31597,78465,20350
63951,47949,141760,35457,94351,60111,29374,49221,71094,68976,103380,38288
171349,73223,242460,215632,198063,40050,57951,74975,66505,102031,80506,34771
38912,41136,83788,100194,190477,19133,17099,21006,28767,30113,31189,16283
115942,92291,73973,69719,76047,28445,80761,39375,26511,76779,78247,99980
34110,88532,263411,77205,301206,63356,112433,28819,42456,190717,101104,148617
106147,72755,153838,118118,89467,356534,40745,153066,28086,118603,159153,58296
57905,44306,266594,96133,98732,56704,82749,47124,20975,163729,110161,105757
286394,47708,123328,190368,76828,67979,44270,130862,41276,204128,107302,42302
101759,106370,213013,121082,181640,101118,96414,36177,31661,35015,47567,29082
112685,101531,81802,44560,33919,145102,44601,148427,45753,53250,53272,35445
129367,76425,184218,122233,168498,230730,103686,42186,62451,153933,110443,43845
66058,74391,60430,53728,162256,142110,15419,15772,2707,14044,28357,14309
251651,97380,117466,70568,84725,215768,28172,86140,57578,65493,109879,59095
61517,66070,120764,184539,120290,113612,203076,21872,95400,131198,139835,37150
72805,53615,74605,67836,65115,150593,124134,102001,14593,41636,47419,99185
117325,64901,138289,138139,88335,136877,171411,135562,14507,304351,46982,92863
41817,51778,72556,84116,105685,165503,55974,179214,12487,56743,28226,23882
59175,125593,65250,43859,145656,48925,74157,26478,60599,126152,46896,66643
145991,23545,199455,31262,59510,128712,30896,101880,18120,8808,41721,46525
206901,28260,320953,55655,150756,183361,55521,122218,3622,35278,74422,16028
104449,39523,119568,77960,256168,51988,97693,27620,59918,159532,104368,22722
34070,53082,102666,41469,70326,92198,112553,27153,24517,99561,95103,23813
108730,44395,108054,124677,154532,131315,146475,48772,110824,131748,74462,49285
95518,61067,122018,156591,160654,164498,236151,86873,40725,168863,105058,58475
163138,16223,150718,163193,156001,143726,141291,89280,57797,241950,41661,29872
176892,84100,229694,80761,179082,118531,51641,94424,46701,46508,34015,14889
58929,49661,153814,251455,114007,82957,60230,99666,54485,92272,97873,42608
102039,56117,70539,49864,122395,167451,34801,129825,22309,130470,50895,85410
68451,71190,91184,81939,52237,44480,16748,57619,45235,67478,36889,18549
88974,83328,366444,155564,170384,128205,63294,59096,30687,112310,107088,87862
80011,94765,92546,118035,136273,135361,318373,40083,34304,140839,170713,105496
55741,75352,96310,86414,122773,73184,70551,33254,33939,220872,219119,73825
206285,53052,137136,135420,126248,132615,94833,155437,67088,69272,76202,51865
148113,42341,409862,70588,113283,60286,23694,69944,23741,72495,84833,74075
81843,66922,329667,81839,109416,33689,27103,58489,38924,42150,65385,63824
76159,191972,138703,45191,117830,189149,45802,66476,26823,47498,106365,47841
140568,24295,65922,33322,104146,183625,46501,37353,33181,64880,47700,43479
80734,50427,88985,38133,188697,69468,75067,54204,52167,67565,54674,38341
108538,110605,78364,66340,91603,131694,141607,83230,44938,88172,70219,64476
69890,68844,215626,22700,54744,80766,82024,50374,40237,91813,58580,22204
90637,19123,119157,54989,110405,128474,175081,65790,67555,94925,70018,49643
49967,43071,55759,82794,111763,60541,110954,118224,25227,93463,38098,71771
218075,45527,151791,130329,209795,169905,111568,57580,18042,65662,40669,33803
76245,18440,127818,75741,111171,231677,72201,151698,30194,90455,42424,118831
49363,47358,162482,69301,159089,176484,170127,77819,22022,173803,56413,101758
69689,29516,66825,124424,139449,66523,53667,57342,52638,214990,82461,35644
95597,105170,102803,146812,55108,105459,104865,96147,86921,110897,96618,43660
90712,44559,140101,144761,235587,76729,95935,105320,21835,175813,94512,38971
75950,87771,375994,144490,160791,89419,95725,64032,54618,169120,64413,42188
129598,93079,218126,31450,177081,43141,26291,88682,41283,145470,41050,119293
137781,31343,148080,120431,164576,181018,44148,175321,40634,87393,65235,76226
59988,36077,179319,77749,97062,104813,125550,160545,22584,112648,67438,26114
119726,42151,99413,147234,309441,73917,82005,79151,31083,63716,43011,53700
89952,44414,92687,84140,113745,62835,15279,21958,47109,30278,148108,26854
95019,35148,73579,41288,89298,125640,41651,101261,32728,16813,29045,139557
85906,69153,108689,127718,76622,122077,115795,53311,54689,144778,231297,87557
110351,72924,217285,78681,90174,149746,104358,63131,67730,68040,115716,49080
127921,106102,126280,50171,130644,186551,104494,135197,30041,109258,53767,86148
56217,48179,216626,137016,267990,62041,122347,61785,29720,80646,61365,39540
23460,57041,108390,126457,89505,21764,141630,16306,21301,82512,39184,15610
63989,77180,138335,55117,102675,78836,96842,75341,31375,129018,121990,70381
196434,39881,243711,76407,127200,93669,75515,48490,95285,92425,123426,20729
242841,21534,140440,38338,75356,158005,65232,29607,11470,129984,156074,107783
177180,56518,73288,74431,115512,125034,74707,95969,39733,109672,105519,81579
114745,25509,173108,37792,160054,192616,196211,134847,12052,96609,69242,68492
23147,33889,154936,101073,136685,12134,45375,27706,64589,35720,93181,13839
79337,125154,139361,100531,64865,180869,76015,84489,63449,44876,65268,37124
80943,72923,111345,112908,145983,128651,92900,89084,46059,35575,49158,124548
38137,74962,153892,26958,69463,60782,28423,25992,37831,179436,44928,216530
234158,43215,137097,151142,126420,181508,55373,113762,25524,22036,54902,20064
93034,60794,103605,73610,171009,80183,91564,73969,55135,99876,71423,39203
174341,29079,116227,73348,166661,155502,225201,20433,69523,133094,133777,39477
91703,52692,108753,158370,107525,105935,48585,63089,24971,43418,89855,70467
200049,112215,81813,20146,142988,79955,121502,43857,26481,29048,130429,60692
45306,127662,90216,110704,200929,78881,140202,113531,48380,76925,60173,80440
89836,41672,94120,73787,62579,49294,107908,65462,44824,289663,57185,110137
186049,42655,137747,102145,188989,166076,205685,157927,10439,27433,52919,16063
168836,21131,93612,21992,131022,161297,115487,149431,11407,108495,48567,93612
68959,123594,59653,36901,92814,121780,86781,91870,19802,58746,54522,56919
182030,27800,90836,66388,172508,173981,109865,147282,12955,113342,86471,89929
248726,15667,220756,118243,96336,137746,239561,84977,54751,161783,54810,47515
91369,115359,67087,81890,60563,83076,29322,125471,54410,56891,61072,36095
64053,25021,75550,24035,112271,166569,115349,113132,85187,41819,88707,26294
91385,35801,74251,29143,71309,21815,68950,51105,72777,68648,107729,44511
195791,42927,102343,73806,113456,146623,113913,121014,8348,75160,49900,87866
142240,73214,51962,52413,41542,176405,191323,130123,17643,140145,193151,148688
77919,47645,69658,58133,125204,112318,168293,49700,29818,204364,70470,52494
240893,26588,100017,42121,114626,175677,42244,114997,53759,59797,58854,66369
115627,86641,135778,129073,185280,56030,98944,139973,23816,17086,68841,46023
142333,53245,99528,69008,98459,128653,101167,117311,38028,74128,64371,87982
84872,57839,174135,114653,72542,77329,142423,103292,44121,223193,95063,105516
95743,67891,188984,49253,85056,158978,114383,165505,17501,151783,59122,81501
102160,67170,73593,112637,124251,106273,147753,73626,58561,143401,89758,58204
93936,65313,84020,57993,73571,115612,10992,146517,29461,70940,56460,70608
88911,38519,92072,81693,102289,114188,34604,58890,42542,32350,58808,97221
99457,14885,137186,96151,55205,128274,146268,204555,44543,101229,183476,39293
166500,99687,64917,42929,83677,175556,119644,191525,36957,104604,71619,61583
68076,41608,123655,129222,151886,129548,161782,43438,32794,224811,97769,77257
79851,52338,118934,92811,84356,65176,146066,64506,31199,61510,66881,83312
179059,56316,38001,23234,86639,192020,125885,290038,28258,168369,18225,20505
68067,21431,114501,89450,189407,190791,76982,67799,17907,126246,279823,80456
153677,20265,120675,45994,115796,111453,112503,82714,44188,100368,58750,66037
139307,30232,87759,100712,84713,124174,118761,47058,37524,143079,131309,60111
115321,117282,84086,55599,142562,77239,167605,60691,51867,45120,41084,94567
140406,36607,77385,119765,166291,128029,123835,87508,12072,203328,53194,69436
55071,54050,119917,74398,71277,51322,145802,76018,27478,42460,43119,35604
23796,171424,60699,15545,44990,92756,27565,204227,20550,21183,20934,15061
121590,17106,91151,128895,96378,169716,99974,109355,51323,116771,82802,85916
166045,27096,112849,132325,162702,180134,82863,104750,16192,49770,80451,52300
171748,31480,89323,71975,151734,148033,218223,126627,12182,197834,43027,103704
105540,163448,125118,164787,141885,109029,53309,131723,41879,97975,70260,9372
193142,83378,80842,166132,144623,98916,65049,49409,48815,177590,129092,81016
87965,86400,116949,72793,86568,159154,116274,116537,62999,42312,122478,117917
129967,52216,100459,93341,144014,161899,178241,85479,26336,153919,88749,53968
186890,56866,85334,59002,65803,201863,179492,72218,85582,46122,80593,54316
169271,16689,128178,82104,162576,187777,197081,225466,21275,126651,96963,12286
150585,29474,109563,79352,112061,140940,120681,95141,71794,120367,158014,48854
181028,21317,125152,129532,104317,207791,56136,205803,45963,6536,60607,40159
121748,65129,93114,103133,116332,3832,5972,46625,12716,31401,39877,10637
66282,56801,157430,107490,223494,37668,191630,31909,20339,100612,115734,36249
214223,60715,125325,56396,141687,202281,42852,170779,29835,25608,29813,42846
105099,55513,194605,119496,84236,123312,69283,35863,68087,78872,83300,69497
146091,17914,79903,59426,106821,149779,68118,221947,18018,52640,40063,15017
162670,22698,213220,38898,108655,135874,52163,96601,13346,39957,22776,65478
162297,108426,108090,138885,75205,158024,55463,39023,30199,63008,45099,61713
166020,23703,154871,74293,104403,102191,143573,86534,34614,42386,61125,40940
67227,30811,90838,98618,69952,42121,171531,170135,79319,152796,83779,83865
94838,34579,55297,55915,112037,119954,165198,66791,16616,72133,47844,74102
210282,29849,104815,61325,97034,182673,82213,100662,29047,134622,95603,93305
50122,73239,141786,67877,140141,79693,101966,59782,32023,373844,29096,63541
120351,20733,47467,137090,132604,127949,352298,98790,28059,189401,113246,84606
103736,92352,86445,37928,73464,189829,68025,36949,30881,196720,108597,136921
79773,52087,108313,132898,214940,78135,170322,62402,73714,170728,105327,49436
132844,21158,104740,69376,147171,145624,177311,95093,19023,174570,60468,82740
192221,61714,73685,95533,194773,131063,109244,54667,43071,32290,46349,59864
90677,40072,99456,59936,72200,84004,115372,37770,29428,38509,61126,72155
30044,30332,102628,54154,63442,53634,72301,114425,12283,180925,34485,25484
159527,20794,185437,67427,156090,151640,290886,105280,29119,166758,147994,128607
114760,66676,106672,62696,137622,213105,65188,53438,38231,43242,28882,34164
146770,217869,100530,109671,75399,69973,146725,180084,37644,91584,51060,171058
125292,39770,94772,88106,126236,204093,148709,44672,44583,131347,89837,91758
50403,67523,128217,64341,83962,126832,167730,24213,74047,213436,93348,147724
73594,42656,83138,84215,82543,120394,112077,21535,27885,184087,114508,96958
149606,45845,92222,103198,104385,190822,107173,133525,14323,102228,42504,107895
151821,26537,90379,69019,57240,119981,69642,128751,14710,80506,85507,105816
199505,23438,117667,39178,121361,169128,326733,31147,47529,88675,60401,55954
100184,115699,227367,113852,90429,22566,68855,96840,23590,15115,84161,26866
105925,17609,71653,90769,85110,155099,54444,117890,7472,50201,19951,96323
133228,97976,75309,88245,111512,134497,42085,44214,52715,76154,97171,33697
113051,37638,140955,105588,110090,43480,46490,47742,50127,97494,137959,78323
108312,18793,120363,58756,89265,132837,117329,106410,38999,103248,26750,106973
136399,87313,114342,103203,185514,190440,74802,142945,65791,169284,46526,62973
98875,56016,95973,39950,96494,67326,123503,37202,30430,119327,105501,40524
66665,16243,74573,47922,63271,76719,41038,99011,28989,74592,37938,33054
137667,27638,76013,53506,76296,156524,132945,123763,32627,89985,48524,127165
47869,39103,77048,35095,49046,30475,28717,58023,39504,30716,35152,34377
76134,90622,108876,133978,81506,72377,115061,46674,25585,84098,70695,32932
113316,75402,91846,121508,82478,268084,118165,303657,20641,47249,63229,24026
142023,42909,223036,146662,134647,177915,43846,116642,18443,69742,35191,56817
141781,38882,119156,66645,149699,135390,168881,91013,12722,237602,101855,86990
113541,98789,153903,123837,154537,92503,131155,87326,53933,46870,84864,104254
87192,32425,115547,77617,72135,89217,107024,77321,25598,105215,76342,26989
122349,73851,97332,62634,125159,24177,15950,40129,3646,45504,86089,52793
230577,65564,121062,47286,94756,238150,229797,79823,91442,128630,37514,52227
199151,22100,157789,53988,82459,98932,173433,37844,44493,64737,94712,63104
48595,30554,226738,175276,248692,29025,23281,42009,1589,18721,24233,4549
75309,101865,114972,45144,69608,23401,26513,60363,25385,70181,69149,22145
210941,24238,175932,287556,128601,102947,128718,151826,20662,131756,39511,68041
117398,21589,68733,63904,77734,124443,14359,170250,12993,81949,71734,22780
128868,31026,59657,37144,106226,68714,66783,36799,23427,26669,16755,68453
57593,53765,157578,90834,104227,142899,502725,244955,13661,155702,57072,28116
114712,55323,206324,132551,94820,91818,25495,37152,57882,44737,68803,59588
48981,55849,153630,113185,162457,58966,218347,23517,26040,185840,279287,50735
20016,44396,108829,43179,101242,82606,21471,35201,31969,48701,42398,23434
188720,26386,89183,88800,137836,240676,143762,162933,69831,54962,55874,52186
114635,48925,108143,77425,128626,141683,140711,93884,64953,136554,111863,75293
166592,72130,97956,181801,100859,21721,85063,59379,24626,61533,59170,84969
161903,87528,213751,248736,272995,152265,103449,56425,35460,133971,87983,52992
215454,32116,136707,40338,177430,101340,38027,76795,36212,125175,84095,49255
62426,87270,155936,198959,107079,86225,98241,75038,15995,121191,60499,54175
163166,55135,119537,99912,132564,158538,115822,129923,68322,56257,84486,30653
112887,76145,130029,109566,104164,70895,81812,81380,44547,40285,78168,83343
88517,21879,81009,90101,73381,99941,44656,111070,24289,74452,41115,53221
53187,61039,122897,101772,100209,59067,226556,123284,45308,295429,119077,90828
70446,93574,166975,52680,152602,78918,149155,177857,60742,169335,135388,25940
100124,67273,129606,81596,178842,100420,59344,84142,30340,50953,52096,52201
134277,80227,187177,200330,226247,65851,174593,103637,32080,102165,191629,19819
84182,89019,167362,126279,188576,101380,170325,80123,61755,37231,91670,86605
213169,19684,54920,51428,111119,197046,91013,145251,83575,102083,42551,27007
130157,57885,195187,174666,185021,172195,134721,147649,16048,121729,86599,88838
83604,46102,162867,125808,137094,79263,76974,48084,33388,168007,69251,59007
175453,17749,122230,128818,131178,168898,104460,93830,57847,65608,36076,52710
39644,32365,123296,96218,123976,123935,19287,138627,66619,70142,74297,72033
168965,69825,134174,116785,200516,94103,224203,93089,13729,156020,155834,73386
98697,54023,104500,82848,91593,66799,152870,41748,44357,35086,124880,28979
136907,31562,97586,93991,174140,131855,156222,56901,13973,126815,91243,88017
128006,85398,287988,67815,266165,41105,157316,38623,18340,187761,125870,71132
184478,115768,100227,63162,131935,228401,61615,132130,9213,166042,81490,74835
112840,98821,182505,56521,44129,210089,204762,214001,25973,98277,57089,109879
87368,49597,99739,51875,102936,149045,140906,146192,18981,49794,34293,108992
179058,32321,178434,111091,101793,186636,77992,129291,18651,137080,84556,79714
43028,48315,102351,107428,43032,14044,93611,44171,23247,55878,52098,42193
90485,113468,165212,35467,98108,88933,41150,35313,57063,25040,63075,57753
171087,40783,123865,49322,150806,166507,50745,141194,10902,230525,72647,81497
60073,42618,160288,44476,127195,95630,73116,75751,52092,86334,42501,51012
82333,44402,144118,124949,221838,81595,215143,88780,51802,136486,110069,56169
150927,24077,140445,84017,139753,150155,108352,127923,18965,69353,169322,75872
175042,30523,105629,61850,137647,241460,29076,127966,15238,220005,81345,101709
125853,38618,195570,59156,136483,74323,93264,21362,56396,73456,22777,47457
170433,45673,123168,102842,159148,238113,157008,51143,24819,65672,86742,80854
177422,157727,263621,132889,205990,76725,172342,51551,33988,71753,85511,67391
216155,61745,156615,99269,146111,175529,123452,110025,15955,114962,64484,49853
89405,133266,75635,83995,77234,100082,176148,52208,33411,49200,63888,118157
106314,41075,105593,109119,126003,68932,91964,79469,67514,169842,171329,65339
127388,37656,202952,79144,101601,135553,162867,170884,27914,314385,111319,150199
59677,58876,232545,70974,179682,125587,404165,22419,25974,392612,92564,61997
237808,25663,68092,31390,157933,78565,176350,229338,31386,40508,33051,89355
141292,33118,117008,63077,133704,201437,91580,174874,30806,235360,94703,134502
75577,52174,82244,36645,104477,141160,62947,163906,66796,113687,48503,49697
75217,39998,125250,91438,117915,57229,107705,81709,39123,167709,76108,41140
85853,68840,109871,62683,98914,135400,78546,111076,17945,112511,56827,49729
206790,56157,160234,87141,130010,232533,109012,185871,53784,59660,32109,77334
163395,23059,74895,17548,79729,151827,145446,118748,23683,104673,61233,121897
106382,90399,173474,108241,201248,60593,74039,56715,59365,564561,52453,53201
128744,83102,103713,85205,112947,84163,325337,37962,24478,126769,79990,49578
148169,60243,422979,143189,186953,49135,95976,46564,37445,21097,116641,26052
89553,41822,107991,93760,188769,77774,146741,67506,38663,99048,52372,36225
54604,75131,201923,157835,336480,49939,103554,36504,65167,62750,76489,74848
47832,48382,184770,76288,171135,32534,53914,62242,35630,36966,92046,23075
79374,119993,229952,86417,171807,67270,78984,88556,72252,81079,83166,45552
390151,58529,154920,87805,192410,8259,13288,25675,9507,77496,106036,11175
179704,26466,170116,152662,180787,188846,97905,175625,12723,76780,64838,89770
73033,64765,169278,111092,184673,62948,86607,43681,35397,271062,106324,95505
228491,22632,116091,88588,99653,257687,58220,160532,31518,77691,76282,118327
221417,20758,108249,63032,194220,267326,120603,297878,18857,98378,32000,25832
163382,42993,115444,98287,109545,138714,81654,102285,17508,48310,80357,118276
35945,54557,167571,24716,168285,20598,62136,57759,16980,89054,120069,44451
134571,73126,120529,155437,255908,189898,94927,89513,11446,114658,29259,62517
46364,48060,197147,40223,168909,95233,70636,51808,18342,424683,102555,105069
110128,73409,136812,42952,130537,66699,107913,105448,54099,339691,82976,90019
44547,61642,135222,105494,165764,87977,56295,31150,29328,289812,143658,104797
167894,35022,121738,102141,138477,143077,206297,117767,44612,98600,61752,69113
218033,56551,150265,82725,91816,191395,124496,139880,14657,109524,73976,101449
185868,38701,98707,131232,146314,185863,137792,70051,6673,22892,89833,13994
142959,26864,58556,36606,90180,153487,70431,194695,11798,104467,41970,70052
208425,25042,152841,102334,165076,215923,55924,166658,21007,115146,68671,91099
164102,96999,118090,138436,121327,78644,97956,98540,14941,91503,68799,63001
157548,55407,150529,22374,81043,100875,65868,75964,46883,60885,46842,92713
168614,34249,343419,156203,296278,130993,41051,137023,28835,120781,35950,49022
163933,20236,99040,57020,105844,159923,65722,262717,17850,57867,54077,16159
123876,68208,208734,88643,112916,121032,94912,78115,51768,131876,56436,92777
234953,23472,224050,77046,174066,184479,87741,123908,45214,171323,52965,90681
101437,32427,131692,104164,189541,52444,73974,77987,49726,56993,122819,42824
165412,26551,182075,192766,313225,149372,161825,30619,29564,47995,66765,37015
80034,49656,191460,211026,215497,59024,50899,34607,32812,107824,57446,51622
120688,95881,134820,156055,187813,53375,164535,99254,41526,72803,73237,74139
78940,55452,95293,132569,88521,113151,125575,31292,14699,237611,54724,84431
98846,132987,104733,70257,114587,20961,120165,73812,64137,43099,119812,25821
236781,64320,82818,90642,165663,173000,55261,162137,54134,107070,59830,103933
128084,44161,224949,101171,144511,145302,144347,179817,33871,92125,64717,58396
193537,13987,103694,164297,93108,27334,40874,135570,64803,40884,70310,57185
167160,16970,111906,40204,165192,168874,63485,128702,21724,102053,25263,88492
114885,67558,213399,144377,96149,65962,50221,106112,51140,45435,48416,45993
119579,69039,177320,65192,131171,125052,141872,73055,25880,49605,100964,49885
114434,108634,106917,78882,103326,170825,182663,66324,54575,122504,167437,112719
111927,33610,112156,91882,118656,197206,86427,152948,21513,81584,88162,116997
174778,118564,105252,94213,153112,148019,85072,33554,26511,17213,47182,44603
144856,53491,99122,100151,115916,144355,85313,121574,21999,37165,30585,71791
65215,26588,66660,67434,87376,35795,89640,103587,87235,73549,141705,55928
85101,61019,145880,79478,74159,93139,77146,58801,28702,67548,66020,42650
86385,95864,122069,121184,134694,62818,131130,56930,67895,189949,84147,68668
212658,185386,99437,61830,140559,151797,94420,87128,37964,32433,26321,46330
222113,63005,98654,73882,132663,83513,56171,92867,57834,272966,64736,54457
218948,28377,66423,86384,89220,202210,92680,185723,17708,86746,44726,139871
171635,21524,72198,101608,157914,223337,53666,232014,45428,81875,67844,105817
233206,25735,80586,121051,121271,29452,30155,159972,48022,76569,62931,37040
177855,116463,102220,81890,86109,131685,378946,34471,60871,47321,42822,34743
32848,77436,150852,115371,96782,44210,80751,79411,102423,369124,79488,70113
190102,53788,124778,118093,187105,198713,56943,176527,49355,59114,74315,58182
153768,20578,61840,87516,131147,192052,42063,48950,18008,61786,123515,77940
118610,51421,104491,60637,65867,134861,72409,94255,14256,224123,53052,105382
168495,37415,80406,89850,103636,191222,102503,137567,35195,108424,132413,73328
164115,51297,90844,105910,99074,65185,49009,77129,38843,24370,53632,29849
122552,59261,192898,133219,73211,109636,30299,46080,33255,103512,125099,95660
213923,31576,68728,37046,51325,5410,2258,50099,4403,36346,27188,21349
189529,53016,124033,124214,121632,141156,118685,83789,76439,52092,162258,23256
147227,31098,72139,56481,80133,215654,52483,45591,64503,47671,62690,43211
167777,36379,281013,99880,219449,142911,133720,215862,9400,159735,64749,51151
46101,16307,68298,46866,101193,59249,45209,35660,10672,22749,34074,32372
55027,59525,207677,128820,169456,162940,413246,125042,24412,112138,95606,66338
58495,38191,58842,52378,152165,36357,73107,52092,49232,116078,69938,58139
151556,90641,166036,106798,153972,206591,107019,38620,65641,40665,77303,64003
92167,31703,128040,50851,61116,142386,33450,109103,11431,59592,65048,48334
135093,94011,149360,81548,145790,155199,114056,191380,53202,106449,64399,72334
87000,70895,101630,59351,38471,42171,28407,75903,19061,32626,30200,48306
54138,81721,271815,148132,112662,55445,77303,61039,37696,85287,75003,24490
137512,22388,138301,47813,53583,185795,63961,242694,28619,84296,35564,9713
184062,56461,76580,39193,58765,292971,52795,53020,84075,34363,131171,45533
186006,30405,107531,74148,93429,210014,50364,129032,36640,49610,29062,14187
131011,57169,165573,88594,72666,146558,223382,20206,19597,164778,75460,98065
167290,35566,163442,278859,107252,159946,126300,140369,34173,108950,36068,153537
172747,26361,51904,78162,79626,127064,65142,180447,12917,51122,21646,14494
57872,41979,97281,88309,72554,134472,115075,25584,10609,122669,109033,102393
90984,19306,107119,66945,69214,204869,38294,133298,22948,95316,61080,128183
276439,55309,98864,48440,124040,60960,35087,105114,15171,116590,42979,15765
137201,25940,190494,162110,98607,190118,87328,276860,10558,236328,60448,44349
109733,48862,80695,96193,98845,102531,234408,108984,24555,105552,56276,159738
79038,60378,114774,70153,78604,78465,47547,22332,21335,307412,106784,118121
55726,57325,141311,88764,93167,70500,585846,88581,18758,90968,104675,53873
163281,55274,171993,92232,92393,179573,91931,51694,9828,160982,85922,87029
55586,36103,138930,128711,72865,152014,64923,110292,14830,120866,49311,65330
63097,29401,128330,104080,68478,120854,169585,60806,52737,129278,80835,273230
97642,52797,72542,59727,66560,27833,35791,110534,145778,66211,52612,32494
114045,89329,100433,91734,242155,158536,62680,47501,51482,240058,42810,40783
111179,76714,131531,101705,141416,205168,255179,42021,49305,102331,170657,28438
105203,139768,196375,127403,89245,31626,60327,109310,53446,33248,86676,55149
230066,68409,193917,66838,112138,221244,119471,187129,33170,166238,64508,72436
97542,134304,110165,61100,50923,123857,216218,62777,56185,43936,158700,33723
128689,99799,188259,121724,81788,84035,55884,34866,14841,23214,119278,110203
96626,64084,100347,68007,75803,147023,101424,76765,38160,87652,32974,22770
201418,20589,62402,87203,78838,24684,14001,133652,46586,15591,73210,13275
24448,32152,125559,87859,40698,29710,68553,64341,25242,113634,78843,35226
110840,82103,144648,101144,48587,74239,224007,55982,66677,191453,88141,35481
86610,35000,143565,69844,84906,123310,184546,93632,27993,44856,85025,54897
117274,51940,92671,48606,60054,115879,168279,83044,52871,81079,69115,35857
95575,72535,171095,71352,38198,162159,213173,60081,43543,163178,104620,94378
174923,48008,86383,71256,70794,133299,199716,97840,38961,215791,50265,49495
66576,46869,211870,102805,78428,83667,99782,74766,25085,174997,116471,78383
84655,132775,97091,74834,56658,95518,125647,33986,48166,88378,65653,37035
161812,91594,172693,84694,222641,51443,84616,25131,61483,98998,43972,49537
177114,35198,76482,63404,81510,154825,102837,40331,38704,165263,86709,36207
81730,80611,117397,66261,131578,111184,76666,49229,41822,211236,136801,113085
92660,64305,87453,62462,44241,145462,11876,96494,63480,58125,39365,25479
163766,24099,193012,135906,188555,165702,104161,45097,21861,226986,105907,79701
150295,25018,205090,68425,216771,94578,172413,100150,29491,74742,68315,116395
173939,42602,210864,129608,193660,99766,97508,44508,22448,42136,122494,41753
130371,61009,229470,185278,142865,41395,232623,78912,39200,66681,116535,23456
189521,113057,195943,193313,68642,161377,136190,45509,12434,78991,68484,44771
207086,39775,114831,164470,130247,149249,73300,32079,76208,72815,92249,123275
136460,85619,141202,99896,215641,74791,210011,26321,54012,139568,133992,43379
66436,38115,132547,110457,180852,76475,218132,51167,50071,221948,54905,37065
28985,35674,96123,64398,104743,71379,131716,81569,8851,267760,64014,56142
118324,19738,173821,121716,129935,121412,145830,68650,33280,92859,101368,69166
88959,80154,170194,93089,128060,152414,224780,44039,41293,116230,189208,65762
134354,37074,194305,167156,175314,248548,199773,104927,41286,130340,61709,41966
48991,19305,104290,85471,129738,66513,333945,62731,11814,206790,91026,54704
135109,30329,194242,72998,165853,59631,43616,38854,32646,85751,47678,38462
98360,35747,96880,108291,124664,87151,177390,84532,74994,127653,93369,61578
144689,45350,196230,99031,102959,185158,216013,62535,32979,196942,127092,19555
89103,50083,154995,115132,112676,101670,85603,46418,45964,249237,94349,37703
101656,78496,166325,66517,101962,113246,211231,58708,66942,89283,45284,48313
79277,20089,138191,64838,142045,109417,141964,51349,18034,148165,65990,60692
162911,30156,162118,179578,246721,67971,54988,87955,11501,119808,104726,89744
118794,63225,44455,42811,45638,132640,145609,93723,45257,98096,37025,66883
43210,70945,150738,106101,129863,49575,206764,37371,32199,249514,105485,83171
38137,52360,300271,177604,338242,100950,295241,60758,28314,252879,85282,53382
73723,26038,62228,68780,72407,57704,334662,66510,43417,216101,66725,28830
39767,36201,70671,54744,110620,55267,105677,65765,27886,163699,56394,78343
196582,67945,97750,86872,204186,199261,75566,124597,70606,157612,50865,93796
218674,23716,130361,82291,101630,205744,80400,149761,16675,97768,78022,86002
297907,43859,142518,154214,102998,89341,107642,83657,77542,68103,74855,34510
97759,43891,110235,50823,96664,128428,130334,116669,51297,262664,74194,51714
73895,74387,136648,92414,118019,48560,120076,51294,67111,168350,76298,24382
148835,20401,270739,89688,243544,171963,88493,28957,13326,61432,118522,40383
69329,46518,101220,140803,111527,137870,182253,113151,82165,136826,53574,72047
114554,20220,146194,88331,46456,92634,229314,120194,25791,309863,160714,49671
90619,48083,253936,126642,179227,127596,148254,122180,54719,157075,86295,32121
114147,21685,86906,65186,82775,170950,97277,201670,42229,117822,57408,95558
